USN,CollegeName,Result,Score,s1_name,s1_r,s1_f,s1_i,s1_t,s2_name,s2_r,s2_f,s2_i,s2_t,s3_name,s3_r,s3_f,s3_i,s3_t,s4_name,s4_r,s4_f,s4_i,s4_t,s5_name,s5_r,s5_f,s5_i,s5_t
M1611007, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,11,43,BUSINESS INTELLIGENCE ,Pass,48,12,60,J2EE ,Pass,43,12,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,13,45,PROJECT AND VIVA VOCE ,Pass,130,42,172
M1611008, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,71.57,SOFTWARE PRACTICES AND TESTING ,Pass,56,14,70,BUSINESS INTELLIGENCE ,Pass,59,15,74,J2EE ,Pass,45,15,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,67,18,85,PROJECT AND VIVA VOCE ,Pass,180,47,227
M1611010, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,73.78,SOFTWARE PRACTICES AND TESTING ,Pass,55,14,69,BUSINESS INTELLIGENCE ,Pass,54,16,70,J2EE ,Pass,44,16,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,34,16,50,PROJECT AND VIVA VOCE ,Pass,180,49,229
M1611011, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,87.35,SOFTWARE PRACTICES AND TESTING ,Pass,61,20,81,BUSINESS INTELLIGENCE ,Pass,66,20,86,J2EE ,Pass,51,20,71,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,20,94,PROJECT AND VIVA VOCE ,Pass,220,58,278
M1611012, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,34,16,50,BUSINESS INTELLIGENCE ,Pass,49,17,66,J2EE ,Pass,46,16,62,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,16,48,PROJECT AND VIVA VOCE ,Pass,170,42,212
M1611013, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,84.68,SOFTWARE PRACTICES AND TESTING ,Pass,62,20,82,BUSINESS INTELLIGENCE ,Pass,77,20,97,J2EE ,Pass,49,20,69,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,20,90,PROJECT AND VIVA VOCE ,Pass,200,59,259
M1611014, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,36,13,49,BUSINESS INTELLIGENCE ,Pass,45,14,59,J2EE ,Pass,44,12,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,34,13,47,PROJECT AND VIVA VOCE ,Pass,180,51,231
M1611015, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,46.14,SOFTWARE PRACTICES AND TESTING ,Fail,9,11,20,BUSINESS INTELLIGENCE ,Pass,32,13,45,J2EE ,Pass,39,12,51,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,13,45,PROJECT AND VIVA VOCE ,Pass,120,42,162
M1611016, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,70.03,SOFTWARE PRACTICES AND TESTING ,Pass,48,13,61,BUSINESS INTELLIGENCE ,Pass,41,14,55,J2EE ,Pass,39,14,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,44,18,62,PROJECT AND VIVA VOCE ,Pass,210,54,264
M1611017, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,45,12,57,BUSINESS INTELLIGENCE ,Pass,39,12,51,J2EE ,Pass,36,12,48,J2EE AND SOFTWARE TESTING LABORATORY,Pass,53,13,66,PROJECT AND VIVA VOCE ,Pass,140,47,187
M1611018, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,81.62,SOFTWARE PRACTICES AND TESTING ,Pass,63,17,80,BUSINESS INTELLIGENCE ,Pass,49,19,68,J2EE ,Pass,54,18,72,J2EE AND SOFTWARE TESTING LABORATORY,Pass,62,18,80,PROJECT AND VIVA VOCE ,Pass,200,56,256
M1611019, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,59,15,74,BUSINESS INTELLIGENCE ,Pass,51,16,67,J2EE ,Pass,43,17,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,18,86,PROJECT AND VIVA VOCE ,Pass,230,60,290
M1611020, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,65,18,83,BUSINESS INTELLIGENCE ,Pass,57,19,76,J2EE ,Pass,41,17,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,38,18,56,PROJECT AND VIVA VOCE ,Pass,120,47,167
M1611021, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,72.86,SOFTWARE PRACTICES AND TESTING ,Pass,58,18,76,BUSINESS INTELLIGENCE ,Pass,58,19,77,J2EE ,Pass,42,17,59,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,20,52,PROJECT AND VIVA VOCE ,Pass,180,51,231
M1611022, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,72.57,SOFTWARE PRACTICES AND TESTING ,Pass,60,17,77,BUSINESS INTELLIGENCE ,Pass,54,16,70,J2EE ,Pass,46,15,61,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,18,78,PROJECT AND VIVA VOCE ,Pass,190,44,234
M1611023, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,81.16,SOFTWARE PRACTICES AND TESTING ,Pass,64,19,83,BUSINESS INTELLIGENCE ,Pass,73,20,93,J2EE ,Pass,50,20,70,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,20,96,PROJECT AND VIVA VOCE ,Pass,200,60,260
M1611024, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,2ND C,54.84,SOFTWARE PRACTICES AND TESTING ,Pass,55,16,71,BUSINESS INTELLIGENCE ,Pass,61,18,79,J2EE ,Pass,42,16,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,16,48,PROJECT AND VIVA VOCE ,Pass,170,47,217
M1611025, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,91.24,SOFTWARE PRACTICES AND TESTING ,Pass,64,20,84,BUSINESS INTELLIGENCE ,Pass,75,20,95,J2EE ,Pass,78,20,98,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,20,94,PROJECT AND VIVA VOCE ,Pass,230,60,290
M1611026, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,56,16,72,BUSINESS INTELLIGENCE ,Pass,39,19,58,J2EE ,Pass,48,18,66,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,19,91,PROJECT AND VIVA VOCE ,Pass,212,53,265
M1611027, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,77.38,SOFTWARE PRACTICES AND TESTING ,Pass,54,19,73,BUSINESS INTELLIGENCE ,Pass,47,20,67,J2EE ,Pass,32,20,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,54,20,74,PROJECT AND VIVA VOCE ,Pass,200,56,256
M1611028, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,76.97,SOFTWARE PRACTICES AND TESTING ,Pass,52,17,69,BUSINESS INTELLIGENCE ,Pass,60,19,79,J2EE ,Pass,41,18,59,J2EE AND SOFTWARE TESTING LABORATORY,Pass,58,20,78,PROJECT AND VIVA VOCE ,Pass,200,56,256
M1611029, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,37,17,54,BUSINESS INTELLIGENCE ,Pass,32,17,49,J2EE ,Pass,32,16,48,J2EE AND SOFTWARE TESTING LABORATORY,Pass,51,16,67,PROJECT AND VIVA VOCE ,Pass,150,47,197
M1611030, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,86.38,SOFTWARE PRACTICES AND TESTING ,Pass,67,20,87,BUSINESS INTELLIGENCE ,Pass,62,19,81,J2EE ,Pass,46,20,66,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,20,92,PROJECT AND VIVA VOCE ,Pass,220,58,278
M1611032, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,53.86,SOFTWARE PRACTICES AND TESTING ,Pass,34,15,49,BUSINESS INTELLIGENCE ,Pass,48,16,64,J2EE ,Pass,42,16,58,J2EE AND SOFTWARE TESTING LABORATORY,Fail,8,16,24,PROJECT AND VIVA VOCE ,Pass,140,42,182
M1611033, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,34,9,43,BUSINESS INTELLIGENCE ,Pass,56,9,65,J2EE ,Pass,45,9,54,J2EE AND SOFTWARE TESTING LABORATORY,Pass,52,15,67,PROJECT AND VIVA VOCE ,Pass,210,54,264
M1611034, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,78.08,SOFTWARE PRACTICES AND TESTING ,Pass,60,17,77,BUSINESS INTELLIGENCE ,Pass,61,19,80,J2EE ,Pass,41,18,59,J2EE AND SOFTWARE TESTING LABORATORY,Pass,67,18,85,PROJECT AND VIVA VOCE ,Pass,220,60,280
M1611036, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,41.57,SOFTWARE PRACTICES AND TESTING ,Fail,18,9,27,BUSINESS INTELLIGENCE ,Pass,32,9,41,J2EE ,Fail,22,9,31,J2EE AND SOFTWARE TESTING LABORATORY,Fail,9,13,22,PROJECT AND VIVA VOCE ,Pass,130,40,170
M1611037, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,77.49,SOFTWARE PRACTICES AND TESTING ,Pass,55,18,73,BUSINESS INTELLIGENCE ,Pass,49,18,67,J2EE ,Pass,36,20,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,67,20,87,PROJECT AND VIVA VOCE ,Pass,190,56,246
M1611038, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,1ST C,64.41,SOFTWARE PRACTICES AND TESTING ,Pass,38,16,54,BUSINESS INTELLIGENCE ,Pass,50,16,66,J2EE ,Pass,33,17,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,38,19,57,PROJECT AND VIVA VOCE ,Pass,190,53,243
M1611039, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,52.14,SOFTWARE PRACTICES AND TESTING ,Pass,34,12,46,BUSINESS INTELLIGENCE ,Pass,44,13,57,J2EE ,Fail,24,11,35,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,13,45,PROJECT AND VIVA VOCE ,Pass,140,42,182
M1611040, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,56.14,SOFTWARE PRACTICES AND TESTING ,Pass,37,11,48,BUSINESS INTELLIGENCE ,Pass,34,11,45,J2EE ,Fail,18,12,30,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,14,46,PROJECT AND VIVA VOCE ,Pass,180,44,224
M1611041, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,51.14,SOFTWARE PRACTICES AND TESTING ,Pass,33,12,45,BUSINESS INTELLIGENCE ,Pass,32,12,44,J2EE ,Fail,20,12,32,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,13,45,PROJECT AND VIVA VOCE ,Pass,150,42,192
M1611042, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,61,16,77,BUSINESS INTELLIGENCE ,Pass,43,17,60,J2EE ,Pass,32,15,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,54,18,72,PROJECT AND VIVA VOCE ,Pass,120,47,167
M1611043, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,71.03,SOFTWARE PRACTICES AND TESTING ,Pass,42,18,60,BUSINESS INTELLIGENCE ,Pass,41,17,58,J2EE ,Pass,32,19,51,J2EE AND SOFTWARE TESTING LABORATORY,Pass,56,19,75,PROJECT AND VIVA VOCE ,Pass,210,60,270
M1611044, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,57,12,69,BUSINESS INTELLIGENCE ,Pass,32,12,44,J2EE ,Pass,37,13,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,18,78,PROJECT AND VIVA VOCE ,Pass,180,47,227
M1611045, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,71.73,SOFTWARE PRACTICES AND TESTING ,Pass,53,15,68,BUSINESS INTELLIGENCE ,Pass,39,16,55,J2EE ,Pass,36,14,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,55,16,71,PROJECT AND VIVA VOCE ,Pass,180,47,227
M1611046, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,42,9,51,BUSINESS INTELLIGENCE ,Pass,54,9,63,J2EE ,Pass,34,9,43,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,13,45,PROJECT AND VIVA VOCE ,Pass,160,42,202
M1611047, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,75.59,SOFTWARE PRACTICES AND TESTING ,Pass,52,13,65,BUSINESS INTELLIGENCE ,Pass,54,12,66,J2EE ,Pass,41,14,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,18,50,PROJECT AND VIVA VOCE ,Pass,190,56,246
M1611049, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,70.81,SOFTWARE PRACTICES AND TESTING ,Pass,50,15,65,BUSINESS INTELLIGENCE ,Pass,55,17,72,J2EE ,Pass,36,16,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,17,77,PROJECT AND VIVA VOCE ,Pass,200,56,256
M1611050, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,2ND C,55.68,SOFTWARE PRACTICES AND TESTING ,Pass,45,13,58,BUSINESS INTELLIGENCE ,Pass,43,14,57,J2EE ,Pass,32,14,46,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,15,47,PROJECT AND VIVA VOCE ,Pass,170,47,217
M1611051, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,1ST C,62.38,SOFTWARE PRACTICES AND TESTING ,Pass,53,13,66,BUSINESS INTELLIGENCE ,Pass,65,13,78,J2EE ,Pass,39,14,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,37,16,53,PROJECT AND VIVA VOCE ,Pass,190,51,241
M1611052, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,84.86,SOFTWARE PRACTICES AND TESTING ,Pass,65,19,84,BUSINESS INTELLIGENCE ,Pass,75,20,95,J2EE ,Pass,51,20,71,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,20,97,PROJECT AND VIVA VOCE ,Pass,230,60,290
M1611053, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,63.29,SOFTWARE PRACTICES AND TESTING ,Pass,43,15,58,BUSINESS INTELLIGENCE ,Pass,50,17,67,J2EE ,Fail,21,16,37,J2EE AND SOFTWARE TESTING LABORATORY,Pass,36,18,54,PROJECT AND VIVA VOCE ,Pass,180,47,227
M1611054, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,49.14,SOFTWARE PRACTICES AND TESTING ,Pass,32,13,45,BUSINESS INTELLIGENCE ,Pass,42,12,54,J2EE ,Fail,18,12,30,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,13,45,PROJECT AND VIVA VOCE ,Pass,130,40,170
M1611055, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,65.43,SOFTWARE PRACTICES AND TESTING ,Pass,39,15,54,BUSINESS INTELLIGENCE ,Pass,47,14,61,J2EE ,Fail,18,16,34,J2EE AND SOFTWARE TESTING LABORATORY,Pass,43,17,60,PROJECT AND VIVA VOCE ,Pass,200,49,249
M1611056, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,66.71,SOFTWARE PRACTICES AND TESTING ,Pass,51,18,69,BUSINESS INTELLIGENCE ,Pass,56,19,75,J2EE ,Fail,16,17,33,J2EE AND SOFTWARE TESTING LABORATORY,Pass,42,17,59,PROJECT AND VIVA VOCE ,Pass,180,51,231
M1611057, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,63.29,SOFTWARE PRACTICES AND TESTING ,Pass,54,14,68,BUSINESS INTELLIGENCE ,Pass,49,15,64,J2EE ,Fail,18,15,33,J2EE AND SOFTWARE TESTING LABORATORY,Pass,46,15,61,PROJECT AND VIVA VOCE ,Pass,170,47,217
M1611058, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,59,SOFTWARE PRACTICES AND TESTING ,Pass,53,14,67,BUSINESS INTELLIGENCE ,Pass,51,13,64,J2EE ,Fail,22,14,36,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,17,49,PROJECT AND VIVA VOCE ,Pass,150,47,197
M1611059, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,77.92,SOFTWARE PRACTICES AND TESTING ,Pass,61,17,78,BUSINESS INTELLIGENCE ,Pass,62,19,81,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,66,18,84,PROJECT AND VIVA VOCE ,Pass,200,56,256
M1611060, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,53.43,SOFTWARE PRACTICES AND TESTING ,Pass,41,12,53,BUSINESS INTELLIGENCE ,Pass,38,11,49,J2EE ,Fail,16,11,27,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,13,45,PROJECT AND VIVA VOCE ,Pass,160,40,200
M1611061, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,48,15,63,BUSINESS INTELLIGENCE ,Pass,41,16,57,J2EE ,Pass,32,16,48,J2EE AND SOFTWARE TESTING LABORATORY,Pass,38,16,54,PROJECT AND VIVA VOCE ,Pass,200,49,249
M1611063, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,DISTI,81.19,SOFTWARE PRACTICES AND TESTING ,Pass,70,16,86,BUSINESS INTELLIGENCE ,Pass,55,18,73,J2EE ,Pass,49,16,65,J2EE AND SOFTWARE TESTING LABORATORY,Pass,61,16,77,PROJECT AND VIVA VOCE ,Pass,180,49,229
M1611064, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,FAIL,56,SOFTWARE PRACTICES AND TESTING ,Pass,38,9,47,BUSINESS INTELLIGENCE ,Pass,33,9,42,J2EE ,Fail,20,9,29,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,15,47,PROJECT AND VIVA VOCE ,Pass,180,47,227
M1611065, College : 4241  -  JAIN COLLEGE OF BBA  BCA AND COMMERCE  BELAGAVI,1ST C,64.35,SOFTWARE PRACTICES AND TESTING ,Pass,52,9,61,BUSINESS INTELLIGENCE ,Pass,36,9,45,J2EE ,Pass,37,9,46,J2EE AND SOFTWARE TESTING LABORATORY,Pass,57,15,72,PROJECT AND VIVA VOCE ,Pass,170,45,215
M1611201, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,DISTI,74.14,SOFTWARE PRACTICES AND TESTING ,Pass,61,16,77,BUSINESS INTELLIGENCE ,Pass,36,16,52,J2EE ,Pass,50,16,66,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,8,68,PROJECT AND VIVA VOCE ,Pass,230,44,274
M1611202, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,FAIL,54.43,SOFTWARE PRACTICES AND TESTING ,Pass,40,8,48,BUSINESS INTELLIGENCE ,Fail,16,8,24,J2EE ,Pass,32,8,40,J2EE AND SOFTWARE TESTING LABORATORY,Pass,35,10,45,PROJECT AND VIVA VOCE ,Pass,180,44,224
M1611203, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,DISTI,78.59,SOFTWARE PRACTICES AND TESTING ,Pass,66,18,84,BUSINESS INTELLIGENCE ,Pass,45,19,64,J2EE ,Pass,53,18,71,J2EE AND SOFTWARE TESTING LABORATORY,Pass,67,20,87,PROJECT AND VIVA VOCE ,Pass,233,59,292
M1611204, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,DISTI,77.62,SOFTWARE PRACTICES AND TESTING ,Pass,72,19,91,BUSINESS INTELLIGENCE ,Pass,41,18,59,J2EE ,Pass,56,18,74,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,20,94,PROJECT AND VIVA VOCE ,Pass,235,59,294
M1611206, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,DISTI,71.7,SOFTWARE PRACTICES AND TESTING ,Pass,57,18,75,BUSINESS INTELLIGENCE ,Pass,39,18,57,J2EE ,Pass,45,19,64,J2EE AND SOFTWARE TESTING LABORATORY,Pass,66,17,83,PROJECT AND VIVA VOCE ,Pass,220,59,279
M1611207, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,DISTI,87.86,SOFTWARE PRACTICES AND TESTING ,Pass,73,20,93,BUSINESS INTELLIGENCE ,Pass,61,18,79,J2EE ,Pass,60,19,79,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,8,84,PROJECT AND VIVA VOCE ,Pass,235,59,294
M1611208, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,1ST C,65.51,SOFTWARE PRACTICES AND TESTING ,Pass,35,16,51,BUSINESS INTELLIGENCE ,Pass,44,17,61,J2EE ,Pass,32,17,49,J2EE AND SOFTWARE TESTING LABORATORY,Pass,53,18,71,PROJECT AND VIVA VOCE ,Pass,209,55,264
M1611209, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,70,15,85,BUSINESS INTELLIGENCE ,Pass,32,15,47,J2EE ,Pass,50,15,65,J2EE AND SOFTWARE TESTING LABORATORY,Pass,57,13,70,PROJECT AND VIVA VOCE ,Pass,210,54,264
M1611210, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,FAIL,51,SOFTWARE PRACTICES AND TESTING ,Fail,18,8,26,BUSINESS INTELLIGENCE ,Fail,17,8,25,J2EE ,Pass,44,8,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,8,40,PROJECT AND VIVA VOCE ,Pass,180,34,214
M1611212, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,DISTI,72.3,SOFTWARE PRACTICES AND TESTING ,Pass,56,15,71,BUSINESS INTELLIGENCE ,Pass,39,15,54,J2EE ,Pass,41,15,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,16,76,PROJECT AND VIVA VOCE ,Pass,232,50,282
M1611214, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,DISTI,74.95,SOFTWARE PRACTICES AND TESTING ,Pass,60,15,75,BUSINESS INTELLIGENCE ,Pass,61,16,77,J2EE ,Pass,53,14,67,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,15,87,PROJECT AND VIVA VOCE ,Pass,190,36,226
M1611215, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,44,8,52,BUSINESS INTELLIGENCE ,Pass,33,8,41,J2EE ,Pass,39,8,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,45,8,53,PROJECT AND VIVA VOCE ,Pass,230,50,280
M1611216, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,DISTI,80.35,SOFTWARE PRACTICES AND TESTING ,Pass,70,8,78,BUSINESS INTELLIGENCE ,Pass,49,8,57,J2EE ,Pass,42,8,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,17,91,PROJECT AND VIVA VOCE ,Pass,238,48,286
M1611217, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,DISTI,72.43,SOFTWARE PRACTICES AND TESTING ,Pass,68,13,81,BUSINESS INTELLIGENCE ,Pass,47,14,61,J2EE ,Pass,47,10,57,J2EE AND SOFTWARE TESTING LABORATORY,Pass,45,8,53,PROJECT AND VIVA VOCE ,Pass,180,46,226
M1611218, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,1ST C,66.27,SOFTWARE PRACTICES AND TESTING ,Pass,65,8,73,BUSINESS INTELLIGENCE ,Pass,60,8,68,J2EE ,Pass,52,8,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,55,15,70,PROJECT AND VIVA VOCE ,Pass,190,36,226
M1611219, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,56,15,71,BUSINESS INTELLIGENCE ,Pass,60,15,75,J2EE ,Pass,53,15,68,J2EE AND SOFTWARE TESTING LABORATORY,Pass,50,14,64,PROJECT AND VIVA VOCE ,Pass,225,39,264
M1611220, College : 4251  -  B K COLLEGE OF ARTS  SCIENCE & COMMERCE  CHIKKODI,DISTI,71.62,SOFTWARE PRACTICES AND TESTING ,Pass,61,17,78,BUSINESS INTELLIGENCE ,Pass,64,15,79,J2EE ,Pass,42,16,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,14,84,PROJECT AND VIVA VOCE ,Pass,230,50,280
